Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
545,AltLayer,ALT,$0.01928298,0.20%,0.63%,2.52%,-34.03%,"$8,633,996","4,477,604,164","10,000,000,000","$86,355,074"
546,Mask Network,MASK,$0.860884,0.13%,0.24%,1.51%,-30.04%,"$13,907,395","100,000,000","100,000,000","$86,100,530"
547,GMT,GMT,$0.02760879,0.51%,1.32%,3.85%,-29.79%,"$19,061,407","3,111,400,155.10216713","5,073,850,155.10216713","$85,890,544"
548,Orca,ORCA,$1.43,0.32%,-1.34%,3.08%,-31.12%,"$6,311,865","60,157,219.25976","74,999,642.227899","$85,861,415"
550,Loopring,LRC,$0.068609,0.19%,0.83%,-0.06%,-19.79%,"$6,843,530","1,245,991,468.94246006","1,373,873,397.44245696","$85,493,632"
549,MNEE USD Stablecoin,MNEE,$0.999607,0.14%,0.17%,-0.02%,-0.07%,"$99,035","85,490,818.08329999","85,490,818.08329999","$85,457,238"
551,Fulcrom,FUL,$0.00514773,0.46%,3.56%,4.17%,-23.62%,"$24,356","16,550,013,568.60029984","20,000,000,000","$85,195,056"
552,ONFA,OFT,$0.763428,0.16%,1.19%,9.51%,-9.84%,"$3,685,201","111,409,327.00577641","279,667,017.00577641","$85,056,220"
553,Lagrange,LA,$0.440181,1.41%,2.55%,11.25%,9.16%,"$28,166,129","193,000,000","1,000,000,000","$84,853,456"
555,Ontology,ONT,$0.091634,-0.02%,0.63%,-3.10%,-27.62%,"$4,768,258","918,864,523","1,000,000,000","$84,136,547"
556,Enjin Coin,ENJ,$0.04440981,0.34%,0.67%,-0.37%,-29.79%,"$6,061,444","1,894,811,895.0837419","1,936,353,516.5938971","$84,082,846"
557,DFDV Staked SOL,DFDVSOL,$200.04,0.78%,0.06%,-2.68%,-8.85%,$11.1,"419,792.28500431","419,792.28500431","$83,976,755"
558,sUSDa,SUSDA,$1.009,,0.00%,0.00%,0.00%,$0,"82,977,699.80433029","82,977,699.80433029","$83,738,817"
559,Wilder World,WILD,$0.211942,0.17%,-1.79%,-3.18%,-12.75%,"$1,717,607","394,130,764.03120714","499,969,631","$83,522,240"
560,TROLL,TROLL,$0.083797,0.58%,-5.40%,-3.49%,-41.75%,"$5,432,526","998,943,449.15721297","998,943,449.15721297","$83,411,781"
561,BitDCA,BDCA,$1.1,-0.49%,0.74%,3.67%,7.04%,"$678,727","75,435,796.19243483","142,665,333","$83,303,067"
562,Somnia,SOMI,$0.51812,0.49%,2.26%,0.46%,-43.15%,"$18,040,904","160,200,000","1,000,000,000","$83,056,067"
563,COTI,COTI,$0.034031,0.44%,0.44%,2.65%,-27.32%,"$4,982,211","2,435,778,647.91709423","2,435,784,997.8599329","$82,947,447"
554,Paparazzi Token,PAPARAZZI,$0.02522898,-2.10%,13.05%,220.70%,406.48%,"$535,072","3,277,777,776","10,000,000,000","$82,694,999"
564,Reservoir rUSD,RUSD,$0.999615,-0.02%,0.09%,-0.04%,-0.06%,"$1,387.61","82,149,818.64618208","82,149,818.64618208","$82,118,388"
565,Waves,WAVES,$0.820346,0.14%,-0.18%,-0.68%,-19.69%,"$6,749,983","100,000,000","100,000,000","$82,040,322"
566,Notcoin,NOT,$0.00082424,0.31%,0.02%,-0.70%,-49.91%,"$12,157,216","99,433,648,793.29779053","102,456,956,794.91090393","$81,755,518"
567,OpenLedger,OPEN,$0.379205,4.67%,6.33%,10.87%,-46.25%,"$46,404,498","215,500,000","1,000,000,000","$81,650,518"
568,Bless,BLESS,$0.04441625,-0.38%,20.63%,-38.39%,-18.22%,"$48,240,480","1,841,666,667","9,999,999,562.02321053","$81,557,383"
569,Neiro,NEIRO,$0.00019372,0.25%,3.42%,9.43%,-33.09%,"$25,903,425","420,690,000,000","420,690,000,000","$81,494,912"
571,Restaked Swell ETH,RSWETH,"$4,109.22",0.11%,2.20%,-3.50%,-5.87%,"$15,620.51","19,795.22956637","19,795.22956637","$81,306,759"
570,Moonwell,WELL,$0.01815004,-0.24%,-2.37%,1.23%,-20.47%,"$2,941,601","4,470,705,982","5,000,000,000","$81,065,002"
572,Venus,XVS,$4.84,0.06%,0.05%,-2.18%,-23.33%,"$4,422,586","16,747,395.70773447","29,745,107.98591204","$81,061,669"
573,Syndicate,SYND,$0.169218,-0.11%,-5.75%,-26.96%,-81.14%,"$3,385,756","478,700,000","1,000,000,000","$81,001,557"
575,Amnis Aptos,AMAPT,$3.22,0.13%,0.69%,1.98%,-24.84%,"$87,102","25,203,628.7157081","25,208,967.9349","$80,961,807"
574,Melania Meme,MELANIA,$0.099933,0.45%,1.83%,-6.20%,-42.33%,"$3,874,912","809,997,104.45343697","999,997,109.93058598","$80,945,632"
576,staked USD1+,SUSD1+,$1.012,,0.04%,0.28%,0.83%,"$3,121.76","79,987,296.060854","79,987,296.060854","$80,945,339"
577,Solar,SXP,$0.122218,0.46%,2.34%,0.56%,-25.92%,"$1,916,359","659,222,605.16966259","659,989,722.9611392","$80,614,622"
579,Vana,VANA,$2.6,-0.11%,-0.26%,0.75%,-48.02%,"$7,077,692","30,800,000","120,000,000","$79,973,700"
580,Clearpool,CPOOL,$0.09577,1.48%,-1.31%,5.95%,-24.81%,"$18,419,848","836,446,855.20315981","1,000,000,000","$79,377,238"
581,WOO,WOO,$0.04143099,0.05%,2.13%,-0.72%,-37.98%,"$6,913,967","1,905,073,374.92189503","2,205,073,374.92189503","$78,897,199"
582,Jelly-My-Jelly,JELLYJELLY,$0.078609,-0.30%,-3.32%,10.48%,70.04%,"$8,222,622","999,999,099.34000003","999,999,099.34000003","$78,583,164"
578,Spark,SPK,$0.04230799,9.71%,9.33%,15.12%,-14.39%,"$78,071,021","1,863,382,631.41392779","10,000,000,000","$78,309,249"
583,BSquared Network,B2,$1.86,0.19%,1.67%,9.65%,157.60%,"$53,696,651","41,545,875","210,000,000","$77,301,844"
584,Omni Network [Old],OMNI,$1.9,-0.92%,0.14%,-16.30%,-54.07%,"$106,542","40,452,796","100,000,000","$76,723,719"
585,Puff The Dragon,PUFF,$0.086022,0.03%,-0.30%,-0.77%,5.73%,"$35,429","888,888,888","888,888,888","$76,506,700"
586,EUR CoinVertible,EURCV,$1.16,0.02%,0.12%,-0.27%,-0.88%,"$44,201,056","65,755,949","65,755,949","$76,484,277"
587,Gama Token,GAMA,$0.764393,0.00%,0.00%,0.00%,0.00%,"$322,704","100,027,931","100,027,931","$76,460,695"
588,Daku V2,DAKU,$0.126393,0.50%,0.83%,3.05%,12.24%,"$5,598.75","599,999,752.03989804","599,999,752.03989804","$75,766,209"
589,Felix feUSD,FEUSD,$0.995862,-0.07%,-0.40%,-0.17%,0.36%,"$2,535,343","75,004,069.29685502","8,930,602,175.4137249","$75,531,560"
590,io.net,IO,$0.341087,-0.08%,2.71%,6.88%,-39.59%,"$22,994,275","220,649,405.0364961","799,998,565.64605451","$75,253,837"
591,Decentralized Social,DESO,$7.07,-0.36%,-0.82%,0.23%,30.52%,"$35,058","10,532,253.8854","10,808,492.6854","$74,411,574"
592,BOOK OF MEME,BOME,$0.00107861,0.25%,1.89%,4.58%,-37.14%,"$19,435,224","68,999,659,569","68,999,659,569","$74,378,636"
593,Nexpace,NXPC,$0.343493,0.21%,-0.52%,3.01%,-44.54%,"$11,070,348","216,620,716","1,000,000,000","$74,318,359"
594,OG Fan Token,OG,$16.89,-0.42%,-5.08%,-7.32%,-3.08%,"$17,028,276","4,379,986","5,000,000","$74,135,776"
596,Wiki Cat,WKC,$0.00000014,1.41%,4.81%,9.37%,-27.17%,"$964,536","543,993,723,154,210.8125","543,993,723,154,210.8125","$73,915,385"
595,Blast,BLAST,$0.00152237,0.20%,3.05%,8.30%,-31.29%,"$3,410,568","48,408,951,911.03817749","100,000,000,000","$73,688,859"
597,QuantixAI,QAI,$91.15,-0.14%,0.38%,1.67%,-9.84%,"$7,764,581","804,342.49007385","10,000,000","$73,314,955"
598,Magic Eden,ME,$0.437104,0.24%,1.31%,4.10%,-40.94%,"$6,361,479","167,136,322.04943699","1,000,000,000","$73,057,973"
599,aura,AURA,$0.075793,0.07%,5.47%,-0.36%,-17.09%,"$1,863,360","963,285,832.04155004","963,285,832.04155004","$73,005,131"
600,BIM,BIM,$2.43,0.20%,1.42%,2.35%,-6.56%,"$248,547","30,000,000","30,000,000","$72,998,713"
601,Purr,PURR,$0.122429,-0.00%,-0.70%,15.76%,-22.61%,"$1,782,400","596,042,027.43676996","596,042,035.80631995","$72,988,772"
602,Rocket Pool,RPL,$3.33,-0.05%,1.18%,-1.48%,-39.89%,"$4,334,193","21,870,340.40564169","21,870,340.40564169","$72,973,377"
603,USDX,USDX,$0.652211,0.12%,0.88%,-6.13%,0.46%,"$59,792","111,568,045","111,568,045","$72,767,708"
604,Sui Bridged Ether (Sui),SBETH,"$3,937.16",0.13%,2.52%,3.43%,-5.56%,"$1,789,673","18,453.58100222","18,453.58100222","$72,298,433"
605,Degen,DEGEN,$0.00195517,0.18%,1.83%,-0.14%,-35.86%,"$9,706,696","36,965,730,333","36,965,730,333","$72,244,489"
606,Bedrock BTC,BRBTC,"$116,166",,0.00%,0.00%,0.00%,$0,620.53997864,620.53997864,"$72,085,466"
607,Status,SNT,$0.01804438,0.40%,0.37%,0.75%,-23.87%,"$3,347,928","3,960,483,788.30969763","6,804,870,174","$71,464,534"
608,CASH,CASH,$0.999973,-0.01%,-0.00%,-0.00%,,"$19,562,396","71,398,016.778777","71,398,016.778777","$71,396,305"
609,BYUSD,BYUSD,$0.999476,-0.00%,-0.07%,-0.05%,-0.07%,"$31,170","71,307,421.22629599","71,307,421.22629599","$71,270,234"
610,BORA,BORA,$0.061559,0.13%,0.05%,-3.36%,-25.17%,"$96,610","1,152,750,000","1,205,750,000","$70,988,100"
611,Cloud,CLOUD,$0.140193,-0.42%,-0.00%,5.99%,30.91%,"$1,357,773","504,013,117","1,000,000,000","$70,655,741"
612,Ronin Bridged WETH (Ronin),WETH,"$3,935.21",0.07%,2.33%,2.67%,-5.70%,"$844,288","17,950.62605499","378,884.14313246","$70,638,932"
613,Lista DAO,LISTA,$0.282099,0.61%,-1.40%,-9.29%,-12.35%,"$14,089,708","250,061,058.96817553","795,588,564.255041","$70,529,678"
614,MBG By Multibank Group,MBG,$0.554253,15.02%,12.07%,-48.75%,-50.89%,"$10,477,417","129,958,261.22249481","995,139,999.99999988","$70,145,848"
616,Kelp Gain,AGETH,"$4,022.72",0.18%,2.48%,1.03%,-7.32%,"$1,790.08","17,214.47940899","17,214.47940899","$69,249,106"
615,Terra,LUNA,$0.100596,-0.60%,1.43%,4.36%,-29.04%,"$11,124,579","687,660,230","1,078,518,456.25778008","$69,175,857"
617,GIGADOT,GDOT,$3.07,0.22%,2.80%,5.60%,-23.91%,"$55,384","22,469,686.49673516","22,469,686.49673516","$69,042,137"
618,Tellor Tributes,TRB,$25.17,-0.02%,2.41%,6.33%,-21.96%,"$18,378,329","2,725,499.81873997","2,796,488.17711845","$68,583,245"
619,Stronghold,SHX,$0.01276359,0.23%,-1.39%,-4.87%,-28.28%,"$1,422,700","5,374,948,822.95804024",,"$68,580,470"
620,IOST,IOST,$0.0023768,0.14%,0.40%,0.58%,-23.44%,"$5,160,679","28,761,295,043","28,761,295,043","$68,399,842"
621,Resupply USD,REUSD,$0.989919,-0.01%,-0.05%,-0.00%,0.00%,"$547,809","68,974,118.00087455","68,974,118.00087455","$68,282,560"
622,Arbitrum Bridged USDC (Arbitrum),USDC.E,$0.999565,-0.11%,0.04%,0.13%,0.01%,"$13,614,500","68,042,847.444379","68,042,847.444379","$68,067,368"
623,COCA,COCA,$0.595898,0.36%,-3.26%,-5.11%,4.07%,"$372,856","113,670,000","1,000,000,000","$67,735,966"
626,Echelon Prime,PRIME,$1.23,1.70%,-2.35%,25.95%,-28.57%,"$4,610,866","54,987,538.3741","111,111,111","$67,540,495"
624,Metis,METIS,$10.14,0.07%,2.27%,12.33%,-24.79%,"$9,056,430","6,652,834.342","10,000,000","$67,460,594"
627,Hive,HIVE,$0.136195,0.19%,0.44%,-0.03%,-27.66%,"$1,077,994","494,452,726.18300003",,"$67,332,566"
628,KGeN,KGEN,$0.342459,-3.21%,41.39%,-24.77%,,"$29,272,329","198,677,778","1,000,000,000","$67,218,060"
629,Staked HYPE,STHYPE,$39.19,0.12%,-0.33%,11.40%,-12.88%,"$115,645","1,718,933.37818104","1,718,933.37818104","$67,208,553"
630,Mira,MIRA,$0.329931,-0.75%,4.65%,14.52%,,"$22,663,936","203,900,836","1,000,000,000","$67,207,632"
631,GeorgePlaysClashRoyale,CLASH,$0.067183,1.74%,32.30%,139.26%,,"$4,460,332","999,999,366.47259998","999,999,366.47259998","$67,128,480"
625,Ardor,ARDR,$0.067189,-0.48%,0.57%,-0.07%,-16.50%,"$3,648,621","998,466,231","998,466,231","$67,085,964"
632,Lorenzo Wrapped Bitcoin,ENZOBTC,"$111,142",,-0.13%,-1.33%,-0.07%,"$11,542.68",601.08726415,601.08726415,"$66,805,819"
633,Solv Protocol SolvBTC Jupiter,SOLVBTC.JUP,"$117,804",-0.16%,1.43%,4.00%,-2.38%,$314.79,567.05191051,567.05191051,"$66,750,171"
634,Elixir Staked deUSD,SDEUSD,$1.066,-0.01%,-0.03%,0.48%,0.81%,"$8,290.62","62,444,683.7648937","62,444,683.7648937","$66,584,794"
635,Staked FRAX,SFRAX,$1.09,,,0.00%,-1.34%,$5.49,"60,855,807.96293172","60,855,807.96293172","$66,509,321"
636,Mythos,MYTH,$0.083197,0.64%,4.93%,54.21%,40.18%,"$1,096,417","796,416,525.91999996","1,000,000,000","$66,259,552"
637,Bancor Network,BNT,$0.597919,0.11%,1.96%,3.82%,-11.00%,"$771,940","110,658,521.2008476","110,658,521.2008476","$66,142,483"
639,ai16z,AI16Z,$0.060035,0.39%,4.84%,5.36%,-36.06%,"$17,160,711","1,099,993,334.44973493","1,099,993,334.44973493","$66,023,713"
638,HarryPotterObamaSonic10Inu (ETH),BITCOIN,$0.065181,-1.11%,-0.55%,7.08%,-11.39%,"$4,998,195","999,798,155","999,798,155","$65,171,067"
640,Ventuals vHYPE,VHYPE,$39.13,-0.00%,-0.13%,,,"$172,540","1,664,863.67096873","1,664,863.67096873","$65,000,565"
641,Balancer,BAL,$1.005,0.22%,2.63%,3.16%,-11.39%,"$4,592,639","64,580,537.0262452","70,297,361.076851","$64,964,850"
642,Alchemy Pay,ACH,$0.01304225,-0.07%,-0.13%,-0.58%,-28.70%,"$8,414,889","4,943,691,067.14560413","9,999,999,999.99998665","$64,470,803"
643,Portal to Bitcoin,PTB,$0.03116169,1.91%,2.05%,-7.20%,-44.65%,"$15,161,279","2,070,875,600","5,258,400,000","$64,458,046"
645,Comedian,BAN,$0.064369,0.41%,-2.63%,12.12%,-0.95%,"$6,211,368","999,961,859.26999998","999,961,859.26999998","$64,338,158"
644,Xertra,STRAX,$0.03184137,-0.01%,0.80%,0.18%,-20.38%,"$593,229","2,020,171,463.69973397","2,095,171,463.69973397","$64,324,982"
646,Biconomy,BICO,$0.064889,-0.02%,0.47%,1.44%,-31.76%,"$4,784,801","990,949,736.51736593","1,000,000,000","$64,267,067"
647,tokenbot,CLANKER,$65.21,-0.97%,74.92%,152.99%,100.30%,"$84,000,750","986,277.60549679","986,277.60549679","$64,009,023"
648,SynFutures,F,$0.02351065,-0.36%,56.89%,148.73%,73.06%,"$69,820,436","2,711,524,825","10,000,000,000","$63,831,541"
651,Launch Coin on Believe,LAUNCHCOIN,$0.063684,-3.55%,-11.33%,-13.33%,-1.87%,"$49,521,268","999,872,172.85186422","999,872,172.85186422","$63,675,404"
649,B3 (Base),B3,$0.0021003,0.13%,-1.64%,-0.38%,-26.04%,"$2,869,866","30,297,583,333","100,000,000,000","$63,622,667"
650,ORCIB,PALMO,$0.02520635,1.65%,1.14%,5.81%,-29.67%,"$79,637","2,520,833,290.77604437","3,124,999,957.44271088","$63,485,172"
652,Big Time,BIGTIME,$0.0331096,0.14%,1.37%,3.94%,-33.08%,"$6,051,334","1,908,245,059.79250646","5,000,000,000","$63,208,864"
653,ConstitutionDAO,PEOPLE,$0.01244442,0.11%,2.13%,7.11%,-27.40%,"$17,503,670","5,066,425,112.0140028","5,066,425,112.0140028","$63,060,754"
654,Tokenlon,LON,$0.510918,0.04%,1.16%,1.25%,-9.02%,"$78,347","123,207,548.1307838","140,451,028.83876699","$62,949,185"
655,Siren,SIREN,$0.086044,-0.17%,-1.13%,-4.11%,-12.24%,"$3,189,212","730,757,798.39023912","730,757,798.39023912","$62,886,819"
656,iExec RLC,RLC,$0.868723,0.27%,1.47%,-2.74%,-19.18%,"$3,226,609","72,382,548.06525737","86,999,784.98684549","$62,880,332"
657,ARK,ARK,$0.326011,0.22%,-0.54%,2.62%,-25.21%,"$1,927,673","192,134,698","192,159,990","$62,637,419"
658,HOME,HOME,$0.02262122,-0.85%,-3.60%,-20.66%,-31.69%,"$13,099,574","2,759,026,852.23000002","10,000,000,000","$62,473,110"
659,Powerledger,POWR,$0.117772,0.12%,0.33%,0.55%,-21.73%,"$1,904,575","529,761,884.72604603","999,506,122.99936998","$62,443,569"
660,SWFTCOIN,SWFTC,$0.00624561,-0.04%,-0.70%,2.54%,-21.11%,"$928,760","10,000,000,000","10,000,000,000","$62,438,407"
661,Matrixdock Gold,XAUM,"$4,107.01",-0.03%,-0.56%,-3.32%,9.54%,"$411,428","15,109.5459","15,109.5459","$62,052,968"
662,Orbs,ORBS,$0.01313366,-0.20%,1.14%,0.46%,-22.60%,"$2,941,667","4,723,576,836.47730064","10,000,000,000","$61,965,615"
664,The Grays Currency,PTGC,$0.00021121,-0.67%,2.56%,24.98%,-16.77%,"$109,579","290,760,402,707.68493652","290,760,402,707.68493652","$61,591,692"
663,SAFEbit,SAFE,$0.321638,0.42%,22.50%,11.58%,-26.70%,"$2,252,650","191,350,000","1,000,000,000","$61,545,501"
665,Marinade,MNDE,$0.109516,0.15%,-0.10%,1.48%,-17.05%,"$1,787,441","557,042,730","699,998,042.49331748","$61,312,314"
666,Ocean Protocol,OCEAN,$0.310432,4.54%,-4.25%,39.10%,18.13%,"$1,706,440","200,081,034.97200719","267,861,727.88775209","$61,216,833"
667,NKYC Token,NKYC,$15.29,0.35%,2.24%,2.67%,-5.46%,"$222,272","4,000,000","4,000,000","$61,154,759"
668,Constellation,DAG,$0.02121792,1.94%,0.78%,-0.95%,-25.11%,"$1,997,001","2,870,562,881.16101789","3,550,000,000","$61,062,701"
669,Gigachad,GIGA,$0.00635303,-0.48%,0.48%,-2.40%,-50.65%,"$2,148,153","9,604,136,902.35000038","9,604,136,902.35000038","$61,006,299"
670,Solayer Staked SOL,SSOL,$216.03,0.66%,1.88%,6.43%,-8.96%,"$378,025","281,671.40576918","281,671.40576918","$60,848,506"
671,Pax Dollar,USDP,$0.99994,0.07%,0.01%,0.03%,0.02%,"$3,369,283","60,764,561.22837642","60,764,561.22837642","$60,763,649"
672,Chromia,CHR,$0.071631,0.13%,-0.75%,5.71%,-17.49%,"$6,122,546","847,931,914.37819695","847,931,914.37819695","$60,714,136"
673,Sophon,SOPH,$0.03030348,0.11%,-0.69%,40.21%,1.15%,"$20,582,827","2,000,000,000","10,000,000,000","$60,623,785"
674,Verasity,VRA,$0.00070689,2.27%,0.22%,-13.60%,-40.91%,"$18,172,880","85,579,723,524.36941528","94,922,051,416.89297485","$60,429,425"
675,Zedxion,ZEDXION,$0.49155,-0.02%,-1.62%,1.69%,-4.11%,"$574,398","122,323,849.65180001","4,756,558,137","$60,163,616"
676,Solayer,LAYER,$0.28553,0.23%,1.03%,2.87%,-36.51%,"$5,901,868","210,000,000","1,000,000,000","$59,958,129"
679,Celium,SN51,$21.97,0.12%,2.19%,6.36%,13.38%,"$719,369","2,720,274.71455568","2,720,274.71455568","$59,762,058"
677,Whiteheart,WHITE,"$6,721.84",0.23%,2.50%,4.46%,-13.26%,$9.64,"8,888","8,888","$59,744,488"
678,Honey,HONEY,$0.998955,0.01%,-0.09%,-0.10%,-0.12%,"$3,939,231","59,755,797.08991431","59,755,797.08991431","$59,702,210"
680,Coinshift USDL Morpho Vault,CSUSDL,$1.045,-0.01%,0.05%,-0.06%,0.31%,$0,"56,922,414.13589968","56,922,414.13589968","$59,473,236"
682,Delysium,AGI,$0.02843101,0.21%,-0.28%,-2.72%,-35.82%,"$1,971,860","2,088,336,914.28530693","3,000,000,000","$59,373,530"
681,MVL,MVL,$0.00216413,-0.44%,1.32%,-1.10%,-20.43%,"$864,947","27,352,958,863.10264969","27,802,958,863","$59,342,267"
683,Venice Token,VVV,$1.46,0.04%,3.21%,-4.30%,-29.86%,"$2,495,922","40,334,357.52827749","76,252,779.3368448","$58,993,073"
684,Nomina,NOM,$0.02028285,-0.37%,-1.09%,8.60%,,"$4,685,103","2,900,000,000","7,056,269,252.61593723","$58,837,689"
685,Wrapped Aave Plasma USDT0,WAPLAUSDT0,$1.002,-0.06%,0.04%,0.08%,,"$3,379,916","58,542,854.09344","58,542,854.09344","$58,689,691"
686,Aevo,AEVO,$0.064045,0.62%,1.95%,2.35%,-39.28%,"$13,406,836","914,864,362.53116584","1,000,000,000","$58,601,023"
687,Hemi,HEMI,$0.059794,0.32%,3.22%,-2.44%,-65.38%,"$13,973,429","977,500,000","10,000,000,000","$58,466,253"
688,Spell,SPELL,$0.00034278,-0.22%,-1.74%,-2.25%,-25.09%,"$4,374,167","170,278,808,319.80529785","196,008,739,620","$58,367,670"
689,Mezo Wrapped BTC,BTC,"$109,372",-0.01%,-0.06%,1.32%,2.10%,"$6,460.41",533.24307963,533.24307963,"$58,322,053"
690,Auki,AUKI,$0.0197035,0.15%,1.71%,-13.86%,-43.46%,"$447,445","2,954,397,917.07510614","9,993,324,882.09866905","$58,211,984"
691,Geodnet,GEOD,$0.132666,0.40%,2.05%,4.41%,-25.94%,"$207,476","438,777,944","976,569,568","$58,201,720"
692,Sanctum Infinity,INF,$265.77,0.58%,1.86%,5.63%,-8.79%,"$9,248,935","218,184.16910874","668,264","$57,920,308"
693,Alchemist AI,ALCH,$0.06795,0.03%,3.07%,-5.07%,21.48%,"$12,075,024","850,000,000","999,954,807.17733002","$57,796,636"
694,GAL (migrated to Gravity - G),GAL,$0.451694,1.77%,-10.39%,-23.51%,-34.60%,"$35,279","127,749,331.18734433","200,000,000","$57,703,623"
695,Caldera,ERA,$0.329363,0.09%,-2.11%,-12.14%,-45.44%,"$18,724,936","174,750,000","1,000,000,000","$57,574,153"
696,Ika,IKA,$0.01913535,-0.68%,-2.23%,-6.87%,-34.33%,"$15,724,523","3,000,000,000","10,000,000,000","$57,408,917"
697,BTU Protocol,BTU,$0.71716,,,0.10%,-5.50%,$795.84,"80,000,000","100,000,000","$57,372,828"
698,Coreum,COREUM,$0.088195,-0.05%,-1.51%,-8.99%,-35.30%,"$284,144","649,694,844.34383202","649,694,844.34383202","$57,300,285"
699,aixbt,AIXBT,$0.057646,1.32%,5.61%,0.56%,-41.54%,"$18,861,539","994,658,423.10102081","1,000,000,000","$57,289,519"
700,Bonfida,FIDA,$0.057764,0.25%,-0.11%,-0.71%,-28.62%,"$3,380,321","990,911,199.45409203","1,000,000,000","$57,278,249"
702,Osaka Protocol,OSAK,$0.00000007,-0.07%,2.65%,-10.15%,-47.82%,"$45,814","761,459,784,660,251.25","761,459,784,660,251.25","$56,726,977"
701,Chintai,CHEX,$0.056788,0.14%,2.16%,-7.22%,-34.84%,"$842,708","998,921,891.72500837","998,921,891.72500837","$56,715,991"
703,StraitsX XUSD,XUSD,$0.999791,-0.01%,-0.01%,-0.01%,-0.01%,"$40,229,572","56,423,153.451","56,423,153.451","$56,412,039"
704,Freysa AI,FAI,$0.0068887,1.43%,9.83%,-15.60%,-28.95%,"$1,353,703","8,189,700,000","8,189,700,000","$56,400,097"
705,Ergo,ERG,$0.681481,0.10%,3.28%,12.87%,-6.70%,"$288,981","82,223,571","97,739,924","$55,958,483"
706,Ping,PING,$0.056177,32.62%,64.89%,,,"$62,960,964","1,000,000,000","1,000,000,000","$55,779,352"
707,Cronos Bridged WBTC (Cronos),WBTC,"$110,562",0.00%,0.48%,3.61%,-2.42%,"$286,394",504.39,504.39,"$55,762,973"
708,Audius,AUDIO,$0.04055491,0.09%,-0.41%,-3.02%,-28.68%,"$6,746,054","1,366,995,370","1,366,995,370.29825902","$55,447,042"
709,Magic Internet Money (Ethereum),MIM,$1,-0.01%,0.10%,-0.28%,0.08%,"$36,869","55,611,860.7491842","174,903,370.2303547","$55,417,808"
710,Bridged Tether (opBNB),USDT,$0.997991,-0.17%,-0.59%,-0.27%,-0.21%,"$16,655.27","55,517,532.96075918","55,517,532.96075918","$55,406,010"
711,Sai,SAI,$20.67,0.17%,2.25%,2.98%,-5.45%,"$1,036.95","2,671,238.60583238","2,671,238.60583238","$55,195,740"
712,Sign,SIGN,$0.04082731,0.38%,1.28%,2.79%,-59.47%,"$9,140,631","1,350,000,000","10,000,000,000","$55,160,079"
713,IQ,IQ,$0.00235179,0.21%,0.80%,-0.67%,-27.86%,"$907,041","23,444,092,890.92898941","23,444,092,890.92898941","$55,130,650"
714,Quack AI,Q,$0.03396163,-1.83%,2.10%,48.38%,33.51%,"$15,390,548","1,616,000,000","10,000,000,000","$54,872,970"
715,BUSD,BUSD,$0.996987,-0.02%,-0.18%,-0.21%,-2.70%,"$201,666","55,026,240.20594552","55,026,240.20594552","$54,860,280"
716,Chain-key Bitcoin,CKBTC,"$111,442",0.04%,1.37%,4.98%,-1.24%,"$15,303.9",494.36593532,494.36593532,"$54,840,489"
717,Songbird,SGB,$0.00342737,4.75%,-1.89%,-0.23%,-27.83%,"$701,564","16,000,040,974.32559013","18,922,116,223.86809921","$54,811,072"
718,VNDC,VNDC,$0.00003823,-0.00%,-0.01%,-0.51%,-0.49%,$13.45,"1,422,830,000,000","1,422,830,000,000","$54,400,145"
721,Cookie DAO,COOKIE,$0.086586,0.84%,4.41%,2.43%,-23.17%,"$9,957,384","623,636,507.03629899","999,893,688","$53,965,491"
719,Bounce,AUCTION,$7.6,0.22%,-1.73%,28.43%,-15.38%,"$27,700,249","7,090,312.50053757","7,640,939.50087133","$53,921,509"
720,STBL,STBL,$0.107785,-0.16%,7.33%,14.84%,-79.71%,"$39,479,052","500,000,000","10,000,000,000","$53,916,848"
722,Escoin,ELG,$0.290104,0.26%,0.52%,0.44%,0.14%,"$337,369","184,209,191.10459575","250,000,000","$53,438,767"
723,Goatseus Maximus,GOAT,$0.053311,0.25%,1.61%,2.94%,-37.20%,"$6,670,984","999,991,098.46414399","999,991,098.46414399","$53,295,902"
724,DOVU,DOVU,$0.00534606,0.04%,7.69%,1.60%,-13.63%,"$203,498","9,990,266,703.50449753","10,000,000,000","$53,290,537"
725,CYBER,CYBER,$1.071,0.12%,-0.13%,1.15%,-33.17%,"$9,854,833","49,600,367.07333333","100,000,000","$53,130,386"
726,MiL.k,MLK,$0.104491,0.21%,0.09%,0.88%,-23.73%,"$3,109,502","504,935,159","986,245,419","$52,762,621"
727,LOOK,LOOK,$0.057073,-0.60%,8.23%,48.80%,94.08%,"$1,056,438","922,375,585.44528055","922,375,585.44528055","$52,687,602"
728,MetaMask USD,MUSD,$0.999567,-0.02%,-0.08%,-0.02%,0.09%,"$22,712,174","52,464,382.136472","52,464,382.136472","$52,561,372"
729,Gravity (by Galxe),G,$0.00726258,0.41%,-0.98%,-2.02%,-30.25%,"$3,486,885","7,232,700,000","12,000,000,000","$52,528,171"
730,PYTHIA,PYTHIA,$0.05257,0.19%,-2.31%,-2.34%,-19.75%,"$1,626,472","998,377,561.72128797","998,377,561.72128797","$52,485,003"
